Feature ID,Taxon,Confidence
4b5eeb300368260019c1fbc7a3c718fc,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.9916072061317568
fe30ff0f71a38a39cf1717ec2be3a2fc,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria,0.982862845080784
d29fe3c70564fc0f69f2c03e0d1e5561,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,0.9999999997604924
868528ca947bc57b69ffdf83e6b73bae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.9858975018911792
154709e160e8cada6bfb21115acc80f5,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,0.9999998925520824
1d2e5f3444ca750c85302ceee2473331,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae,0.8948132716830166
0305a4993ecf2d8ef4149fdfc7592603,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,0.980392160273622
cb2fe0146e2fbcb101050edb996a0ee2,k__Bacteria; p__Firmicutes; c__Bacilli,0.999999879805572
997056ba80681bbbdd5d09aa591eadc0,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__,0.9999995195078828
3c9c437f27aca05f8db167cd080ff1ec,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica,0.999998629817953
9079bfebcce01d4b5c758067b1208c31,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__veronii,0.8750798990438987
bfbed36e63b69fec4627424163d20118,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.9904773705364676
90d32ffe026535b392c0bad850f213c4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.9999855143063456
ab4ef4399912b0507d8d1187e874684d,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__subflava,0.7553943895448912
d86ef5d6394f5dbeb945f39aa25e7426,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium; s__,0.9999998650023464
a049763053c277b16c2a318f41eb23b4,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__,0.9942388379586125
699071a4a7ce68918e4cd93a61275ecd,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__,0.9496135588639452
cdd14cce4ec44b3235923652b71e947e,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,0.9999965119371274
7e598ad34909a3fb8ff1623f1ede11a6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium,0.9999797280515816
b44621e5c80607cdfacbf7a81e1cbe41,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__,0.9999014710048332
e8e6b7fc969005938de8ac7ffb94f17c,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__mucilaginosa,0.8927690269802789
535696cecf56f03d3401d7d6dbe66d7b,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__faecis,0.9031774412046172
9f718b8f66b79c3de80546ca9a54539c,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__parvula,0.932598328604458
f352c1f1efecf483511c2270aabd0ae6,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae,0.9879956382116388
fd86856409fe6433d719558a30910515,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__,0.7412232870416937
44ff26d8105cf822417b4b0c4eb27c02,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.8985622308207678
ad41fe8f8be5b01c96549309937e3b14,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Peptoniphilus; s__,0.999999999566768
909755d7142ea53c7f61c97c3586f26c,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__guillouiae,0.7215177163900099
fcd4f95c05b868060121ff709085bf21,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Finegoldia; s__,0.9999999999709672
ab6b063ed43d8cb3008e157a0a305c47,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__putredinis,0.9955689536178416
57b34afdff2e84fb9b0befd219edcb38,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__,0.9999903164526998
047b7fb62a5e9d2711e639ae1cb1519a,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar,0.9989514666217412
0160e14a78b18b903618f11bc732746e,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila,0.999999999987395
e7c8b8c8fced8eead4b767bffe6dd544,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__,0.9999998801912896
d2613a43f4ed1dda8a673e7fb251ebef,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__,0.9999327064689216
e31b5affbe5e23b79a8619589f3b6620,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__,0.999999996914255
7dd9c9124ec3f118a6cef1f0d422c011,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.987815300028692
67e23140639733766b7e127f50221289,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__,0.9999999997395292
01e0b7ac306895be84179f2715af269b,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__,0.9999933564648832
500d6b485cef4c52aad211d6d6e6dbc7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__stationis,0.8578648133497396
1685b25b43eb070cd7655de8c2d8c0a4,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Streptobacillus,0.8509717829463767
db793caa585e078770021a7979ae8ea2,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium,0.9998998055458556
ee0fb26fca3afb05e0b288d6fcab899e,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis,0.9953666192869424
d1d750ce3b00503c204516d27ca0d3b0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae,0.9988185467503632
ebe0e9790089ad4f40151cb4a3231a8f,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae,0.7138611906657029
b685f8246fb6fad0fd91574c444b8f51,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__,0.9970692600483142
636c27859c1ac0a7994ca8ed145d03fe,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__,0.999999794709474
f35ce9c514e1398308f5f84ed50b260f,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__,0.9997401271641208
79e9e337b10e2d298bb1b3bde946782d,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae,0.9998899285788884
0a69950e803a5d9e7166c450e44f43cf,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__inulinivorans,0.929536448428247
